,text,label,category,original_text,target
1648,shocking photos shows cracks in roads after #eqnz,infrastructure_and_utility_damage,eq_nonnum,RT @DailyMirror: Shocking photos shows cracks in roads after #eqnz,0
1649,mexico offered aid in a heartbeat after both harvey and katrina and trump cant even send condolences back  yalls president is super trash,other_relevant_information,noneq_nonnum,Mexico offered aid in a heartbeat after both Harvey and Katrina and Trump can’t even send condolences back. Y’alls president is super trash,0
1650,how to help mexicos earthquake victims click below for full story,rescue_volunteering_or_donation_effort,eq_nonnum,How to help Mexicos earthquake victims CLICK BELOW FOR FULL STORY,0
1651,hurricane matthew  4 deaths in florida,injured_or_dead_people,noneq_num,Hurricane Matthew: 4 deaths in Florida @CNN,0
1652,people gathering at lottas fountain  first year without any survivors of 1906 earthquake  #abc7now,other_relevant_information,eq_nonnum,RT @TWilsonTV: People gathering at Lottas Fountain- first year without any survivors of 1906 earthquake. #abc7now,0
1653,3 days of national mourning in mozambique after deadly cyclone idai kills more than 200 people,injured_or_dead_people,noneq_num,@UN 3 days of national mourning in Mozambique after deadly Cyclone Idai kills more than 200 people,0
1654,greece wildfires  death toll rises to 79 after biblical disaster as rescuers search charred homesk,injured_or_dead_people,noneq_num,RT @intlGR: Greece wildfires: Death toll rises to 79 after biblical disaster as rescuers search charred homesk,0
1655,ecuador quake death toll rises to at least 77 #ecuadorearthquake,injured_or_dead_people,eq_num,RT @globaltimesnews: Ecuador quake death toll rises to at least 77  #EcuadorEarthquake,1
1656,#canadian #grocers    and  providing support to those affected by #ymmfire,sympathy_and_support,noneq_nonnum,#Canadian #grocers @LoblawsON @saveonfoods @sobeys &amp; @WalmartCanada providing support to those affected by #YMMFire,0
1657,tropical storm harvey death toll climbs to at least 5 via,injured_or_dead_people,noneq_num,Tropical Storm Harvey death toll climbs to at least 5  via @upi,0
1658,more  at least 77 dead  over 570 injured after powerful earthquake strikes coastal #ecuador,injured_or_dead_people,eq_num,"RT @CBCAlerts: More @cbcnews At least 77 dead, over 570 injured after powerful earthquake strikes coastal #Ecuador:",1
1659,a massive earthquake has killed two people and caused widespread damage in new zealand,injured_or_dead_people,eq_num,RT @business: A massive earthquake has killed two people and caused widespread damage in New Zealand,1
1660,usgs reports a m4.5 #earthquake 46km wnw of pedernales  ecuador on 4 17 16 @ 5:42:51 utc #quake,caution_and_advice,eq_nonnum,"RT @everyEarthquake: USGS reports a M4.5 #earthquake 46km WNW of Pedernales, Ecuador on 4/17/16 @ 5:42:51 UTC  #quake",0
1661,list of places to help those who need assistance due to hurricane irma,rescue_volunteering_or_donation_effort,noneq_nonnum,List of places to help those who need assistance due to hurricane Irma.,0
1662,our thoughts are with the victims and displaced families effected by #floodsl  commend the ongoing relief effort  #sril,sympathy_and_support,noneq_nonnum,RT @MohamedNasheed: Our thoughts are with the victims and displaced families effected by #FloodSL. Commend the ongoing relief effort. #SriL,0
1663,12 deaths related to #irma  six vehicle crashes  4 storm prep  1 power line  1 cardiac,injured_or_dead_people,noneq_num,".@FLGovScott - 12 deaths related to #irma. Six vehicle crashes, 4 storm prep. 1 power line. 1 cardiac.",0
1664,20kms south of kaikoura on main highway north  damage extensive  thoughts to all in the region  #eqnz,sympathy_and_support,eq_nonnum,20kms south of Kaikoura on main highway north. Damage extensive. Thoughts to all in the region. #eqnz,0
1665,if you want to help #ecuador here is a link where you can donate #prayforecuador #sismoecuador,rescue_volunteering_or_donation_effort,eq_nonnum,RT @adriemilia: If you want to help #Ecuador here is a link where you can donate #PrayForEcuador #SismoEcuador,0
1666,247 dead rip 4 #terremoto #terremotoitalia #italyearthquake #earthquake #prayforitaly #prayersforitaly,injured_or_dead_people,eq_num,247 dead RIP Ὁ4 #terremoto #TerremotoItalia #ItalyEarthquake #earthquake #PrayForItaly #PrayersForItaly,1
1667,ecuador quake death toll hits 413,injured_or_dead_people,eq_num,RT @BBCWorld: Ecuador quake death toll hits 413,1
1668,he is auctioning a picture made by the of frida  dog of rescue   money for donation of the victims of the earthquake in mexico,rescue_volunteering_or_donation_effort,eq_nonnum,He is auctioning a picture made by the of Frida (dog of rescue). Money for donation of the victims of the earthquake in Mexico.,0
1669,#nzearthquake ya gotta feel4 #earthquake victims having 2deal with #eqnz   worse4 accident victims anddamaged bodies who hav2deal with,sympathy_and_support,eq_nonnum,#nzearthquake ya gotta feel4 #earthquake victims having 2deal with #eqnz . Worse4 accident victims &amp;damaged bodies who hav2deal with @ACCNZ,0
1670,after #cycloneidai killed more than 460 people  cases of cholera are cropping up in its wake,injured_or_dead_people,noneq_num,"RT @tictoc: After #CycloneIdai killed more than 460 people, cases of cholera are cropping up in its wake",0
1671,praying for all traumatised people after big quake in nz last night   surprised we didnt even feel it here in central otago  #eqnz,sympathy_and_support,eq_nonnum,Praying for all traumatised people after big quake in NZ last night - surprised we didnt even feel it here in Central Otago. #eqnz,0
1672,the death toll from #hurricanemaria in #puertorico is not 16  the pr govt and  have both said that it will likely ris,injured_or_dead_people,noneq_num,RT @julito77: The death toll from #HurricaneMaria in #PuertoRico is not 16. The PR govt and @DHSgov have both said that it will likely ris,0
1673,tomorrow churches in zimbabwe will be full and they will collect their weekly takings as if everything is normal   can they volunteer their buildings for drop offs #cycloneidai,rescue_volunteering_or_donation_effort,noneq_nonnum,Tomorrow churches in Zimbabwe will be full and they will collect their weekly takings as if everything is normal ! Can they volunteer their buildings for Drop offs #CYCLONEIDAI,0
1674,greek wildfire death toll exceeds 60  local mayor,injured_or_dead_people,noneq_num,Greek wildfire death toll exceeds 60: local mayor,0
1675,hurricane irma responsible for killing at least 73 people #news,injured_or_dead_people,noneq_num,Hurricane Irma Responsible for Killing At Least 73 People  #news,0
1676,the death toll from the magnitude 7.8 earthquake that struck ecuador has risen to 350,injured_or_dead_people,eq_num,RT @nytimes: The death toll from the magnitude 7.8 earthquake that struck Ecuador has risen to 350,1
1677,temple hills  camp springs   maryland  1 person killed and 1 person injured  full report,injured_or_dead_people,noneq_num,"Temple Hills (Camp Springs), Maryland: 1 person killed and 1 person injured. Full report:",0
1678,can you imagine people spreding info about mexicos eahquake  donating and stop caring about such trivial things oh my god,rescue_volunteering_or_donation_effort,eq_nonnum,"CAN YOU IMAGINE PEOPLE SPREDING INFO ABOUT MEXICOs EARTHQUAKE, DONATING AND STOP CARING ABOUT SUCH TRIVIAL THINGS OH MY GOD",0
1679,way to go rc,other_relevant_information,noneq_nonnum,Way to go RC!! @RoyalCaribbean,0
1680,ecuador earthquake kills hundreds in huge wave of collapses  more than 2 500 people were injured  the government said  in an earthqua,injured_or_dead_people,eq_num,"Ecuador Earthquake Kills Hundreds in Huge Wave of Collapses: More than 2,500 people were injured, the government said, in an earthqua",1
1681,weakening tropical storm max dumps rain on southern mexico,caution_and_advice,noneq_nonnum,Weakening Tropical Storm Max dumps rain on southern Mexico,0
1682,cyclone idai  uk pledges 6m of aid for hundreds of thousands hit by cyclone in mozambique and   around 600 000 people in mozambique and 900 000 in malawi are thought to have been affected by the cyclone  according to united nations,rescue_volunteering_or_donation_effort,noneq_nonnum,"Cyclone Idai: UK pledges £6m of aid for hundreds of thousands hit by cyclone in Mozambique and : Around 600,000 people in Mozambique and 900,000 in Malawi are thought to have been affected by the cyclone, according to United Nations",0
1683,#uav team inbound to #ecuador  response to #ecuadorearthquake to provide map and damage assessment to help save lives htt,rescue_volunteering_or_donation_effort,eq_nonnum,"RT @globalfiredmgf: #UAV team inbound to #Ecuador, response to #EcuadorEarthquake to provide map &amp; damage assessment to help save lives htt",0
1684,18 people have died so far and hurricane harvey is now battering louisiana,injured_or_dead_people,noneq_num,18 people have died so far and hurricane Harvey is now battering Louisiana.,0
1685,follow  for accounts of deaths in #puertorico related to lack of electricity and medication in the wake of hurricane maria,injured_or_dead_people,noneq_num,Follow @blackrepublican for accounts of deaths in #PuertoRico related to lack of electricity and medication in the wake of Hurricane Maria.,0
1686,no water  no food  and no help  they have forgotten about us  jorge daz rivera said #puertorico #puertoricorelief htt,requests_or_urgent_needs,noneq_nonnum,"RT @GrrlScientist: No water, no food, and no help. They have forgotten about us, Jorge Díaz Rivera said #PuertoRico #PuertoRicoRelief htt",0
1687,#floodwarning thunderstorms producing heavy rainfall could cause flash flooding  strong via,other_relevant_information,noneq_nonnum,#floodwarning Thunderstorms producing heavy rainfall could cause flash flooding. Strong  via,0
1688,help us heal puerto rico  donate today    #hurricanemaria,rescue_volunteering_or_donation_effort,noneq_nonnum,RT @Foundation_PR: Help us heal Puerto Rico. Donate today! -  #HurricaneMaria,0
1689,a powerful earthquake shook ecuadors northwestern coast  killing 238 people,injured_or_dead_people,eq_num,"RT @Cosmopolitan: A powerful earthquake shook Ecuadors northwestern coast, killing 238 people. ​",1
1690,are you looking for organizations working to help those affected by the #earthquake in #mexico,rescue_volunteering_or_donation_effort,noneq_nonnum,Are you looking for organizations working to help those affected by the #earthquake in #Mexico?,0
1691,ecuador earthquake  death toll soars #christian #news,injured_or_dead_people,eq_num,Ecuador earthquake: Death toll soars  #Christian #News,1
1692,our prayers go out to those affected by this tragedy in italy  #prayforitaly,sympathy_and_support,eq_nonnum,RT @PopDevotion: Our prayers go out to those affected by this tragedy in Italy. #PrayForItaly,0
1693,#update   cuba sends 613 doctors and aid workers to ecuador,rescue_volunteering_or_donation_effort,eq_nonnum,#UPDATE | Cuba sends 613 doctors and aid workers to Ecuador,0
1694,hey  ecuador needs all the help it can get  here is how everyone can donate  please spread the word f,requests_or_urgent_needs,eq_nonnum,"Hey @Glam_And_Gore Ecuador needs all the help it can get, here is how everyone can donate, please spread the word ὤF",0
